"Southeast.Winds","Northeast.Winds","Abundance","Std_Error","Error"
-2,-2,0.000836800548891781,0,0.000855334438589016
-1.95,-2,0.000853186596632484,0,0.000870914801641159
-1.9,-2,0.000869246647619505,0,0.00088628946384352
-1.85,-2,0.00088495045566642,0,0.000901425496596533
-1.8,-2,0.000900268018785971,0,0.000916289502944597
-1.75,-2,0.000915169673626981,0,0.000930847775625023
-1.7,-2,0.000929626190311314,0,0.000945066460551861
-1.65,-2,0.000943608867251216,0,0.000958911724505402
-1.6,-2,0.000957089625520335,0,0.000972349925774359
-1.55,-2,0.0009700411023472,0,0.000985347786484093
-1.5,-2,0.000982436743297891,0,0.000997872565340211
-1.45,-2,0.000994250892715139,0,0.00100989222952189
-1.4,-2,0.00100545888198418,0,0.00102137562447307
-1.35,-2,0.0010160371152015,0,0.00103229264036194
-1.3,-2,0.00102596315183085,0,0.00104261437400928
-1.25,-2,0.00103521578594195,0,0.00105231328512396
-1.2,-2,0.00104377512164062,0,0.00106136334572938
-1.15,-2,0.00105162264431515,0,0.00106974018171642
-1.1,-2,0.00105874128734207,0,0.00107742120551767
-1.05,-2,0.00106511549391491,0,0.00108438573896267
-1,-2,0.00107073127368279,0,0.00109061512544501
-0.95,-2,0.00107557625390994,0,0.00109609283060886
-0.9,-2,0.00107963972489465,0,0.00110080453084436
-0.85,-2,0.00108291267941408,0,0.00110473818896755
-0.8,-2,0.00108538784599167,0,0.00110788411655151
-0.75,-2,0.00108705971581524,0,0.00111023502246966
-0.7,-2,0.00108792456316619,0,0.00111178604730973
-0.65,-2,0.00108798045925387,0,0.00111253478341726
-0.6,-2,0.00108722727938312,0,0.00111248128042939
-0.55,-2,0.0010856667034178,0,0.00111162803626386
-0.5,-2,0.00108330220953782,0,0.00110997997363194
-0.45,-2,0.00108013906132218,0,0.00110754440224912
-0.4,-2,0.00107618428822517,0,0.0011043309670211
-0.35,-2,0.00107144665954707,0,0.00110035158258578
-0.3,-2,0.00106593665203421,0,0.00109562035469286
-0.25,-2,0.00105966641127608,0,0.00109015348900152
-0.2,-2,0.00105264970709836,0,0.00108396918797195
-0.15,-2,0.0010449018831814,0,0.00107708753661839
-0.0999999999999999,-2,0.00103643980116185,0,0.00106953037797855
-0.0499999999999998,-2,0.00102728177950272,0,0.00106132117923635
0,-2,0.0010174475274418,0,0.00105248488951167
0.0500000000000003,-2,0.0010069580743516,0,0.00104304779040028
0.1,-2,0.00099583569486523,0,0.00103303734041051
0.15,-2,0.000984103830140857,0,0.00102248201449803
0.2,-2,0.000971787005653871,0,0.0010114111399468
0.25,-2,0.000958910745919797,0,0.000999854729881932
0.3,-2,0.000945501486562104,0,0.000987843315727654
0.35,-2,0.000931586484147834,0,0.000975407779940796
0.4,-2,0.000917193724220046,0,0.000962579190356035
0.45,-2,0.000902351827959603,0,0.00094938863747308
0.5,-2,0.000887089957909623,0,0.000935867075997321
0.55,-2,0.000871437723194258,0,0.000922045171913713
0.6,-2,0.000855425084659281,0,0.000907953156328225
0.65,-2,0.000839082260355264,0,0.000893620687251787
0.7,-2,0.00082243963177505,0,0.000879076720427847
0.75,-2,0.00080552765124603,0,0.000864349390216818
0.8,-2,0.000788376750864186,0,0.000849465901448475
0.85,-2,0.000771017253341435,0,0.000834452433037726
0.9,-2,0.000753479285120434,0,0.000819334054030555
0.95,-2,0.000735792692091945,0,0.000804134652606729
1,-2,0.000717986958229185,0,0.000788876878415221
1.05,-2,0.000700091127431589,0,0.000773582098459501
1.1,-2,0.000682133728847105,0,0.000758270366584662
1.15,-2,0.000664142705917882,0,0.000742960406449739
1.2,-2,0.000646145349369063,0,0.000727669607699209
1.25,-2,0.000628168234334583,0,0.000712414034880619
1.3,-2,0.000610237161787576,0,0.000697208448494008
1.35,-2,0.000592377104416467,0,0.00068206633740649
1.4,-2,0.00057461215706107,0,0.000666999961725314
1.45,-2,0.0005569654917965,0,0.000652020405098156
1.5,-2,0.000539459317726239,0,0.000637137635303032
1.55,-2,0.000522114845519818,0,0.00062236057190456
1.6,-2,0.000504952256705191,0,0.000607697159690356
1.65,-2,0.000487990677701146,0,0.000593154446562148
1.7,-2,0.000471248158551395,0,0.000578738664541976
1.75,-2,0.000454741656299093,0,0.000564455312563992
1.8,-2,0.000438487022918877,0,0.000550309239756724
1.85,-2,0.000422498997703001,0,0.000536304727977543
1.9,-2,0.000406791203978976,0,0.000522445572438683
1.95,-2,0.0003913761500183,0,0.000508735159359991
2,-2,0.000376265233979577,0,0.000495176539694701
-2,-1.95,0.000884515018291546,0,0.000900416867248739
-1.95,-1.95,0.000902638292990603,0,0.000917591872023786
-1.9,-1.95,0.000920447937491226,0,0.000934583099016826
-1.85,-1.95,0.000937911015367219,0,0.0009513552097856
-1.8,-1.95,0.000954994733486859,0,0.000967872209852897
-1.75,-1.95,0.000971666543176427,0,0.000984097614258187
-1.7,-1.95,0.000987894242347061,0,0.000999994620041102
-1.65,-1.95,0.00100364607814291,0,0.00101552628437314
-1.6,-1.95,0.00101889084965788,0,0.00103065570701894
-1.55,-1.95,0.00103359801026028,0,0.0010453462157843
-1.5,-1.95,0.00104773776905906,0,0.00105956155359409
-1.45,-1.95,0.00106128119104274,0,0.00107326606583931
-1.4,-1.95,0.00107420029542204,0,0.00108642488663771
-1.35,-1.95,0.00108646815171005,0,0.00109900412266708
-1.3,-1.95,0.00109805897307954,0,0.00111097103325344
-1.25,-1.95,0.00110894820654521,0,0.00112229420542803
-1.2,-1.95,0.00111911261953041,0,0.00113294372270694
-1.15,-1.95,0.00112853038239143,0,0.00114289132639448
-1.1,-1.95,0.00113718114648954,0,0.0011521105682671
-1.05,-1.95,0.00114504611742018,0,0.00116057695355634
-1,-1.95,0.00115210812303061,0,0.00116826807321904
-0.95,-1.95,0.00115835167588161,0,0.00117516372455832
-0.9,-1.95,0.00116376302983521,0,0.00118124601934094
-0.85,-1.95,0.00116833023047925,0,0.00118649947864396
-0.8,-1.95,0.00117204315912964,0,0.00119091111375622
-0.75,-1.95,0.00117489357018398,0,0.00119447049255792
-0.7,-1.95,0.00117687512163316,0,0.00119716979090265
-0.65,-1.95,0.00117798339857324,0,0.00119900382863194
-0.6,-1.95,0.00117821592959537,0,0.00119997008996016
-0.55,-1.95,0.00117757219596881,0,0.00120006872807856
-0.5,-1.95,0.00117605363356901,0,0.00119930255393931
-0.45,-1.95,0.00117366362754101,0,0.00119767700929383
-0.4,-1.95,0.00117040749972576,0,0.00119520012417364
-0.35,-1.95,0.00116629248891468,0,0.00119188245911517
-0.3,-1.95,0.0011613277240352,0,0.00118773703254236
-0.25,-1.95,0.00115552419040609,0,0.00118277923383184
-0.2,-1.95,0.00114889468923729,0,0.00117702672269311
-0.15,-1.95,0.00114145379058318,0,0.00117049931560167
-0.0999999999999999,-1.95,0.00113321777999133,0,0.00116321886012377
-0.0499999999999998,-1.95,0.00112420459912005,0,0.00115520909806788
0,-1.95,0.0011144337806278,0,0.0011464955184892
0.0500000000000003,-1.95,0.00110392637766524,0,0.00113710520165828
0.1,-1.95,0.00109270488832571,0,0.00112706665518289
0.15,-1.95,0.00108079317543379,0,0.00111640964354267
0.2,-1.95,0.00106821638207156,0,0.00110516501235822
0.25,-1.95,0.001055000843261,0,0.0010933645087687
0.3,-1.95,0.00104117399423585,0,0.00108104059933508
0.35,-1.95,0.00102676427574957,0,0.0010682262869178
0.4,-1.95,0.00101180103687551,0,0.00105495492799773
0.45,-1.95,0.000996314435762946,0,0.00104126005191703
0.5,-1.95,0.000980335338816728,0,0.0010271751835104
0.55,-1.95,0.000963895218769867,0,0.00101273367057759
0.6,-1.95,0.000947026052117071,0,0.000997968517612729
0.65,-1.95,0.000929760216373255,0,0.000982912227156206
0.7,-1.95,0.000912130387614256,0,0.000967596650067827
0.75,-1.95,0.000894169438747804,0,0.000952052845937892
0.8,-1.95,0.000875910338950941,0,0.000936310954753463
0.85,-1.95,0.000857386054696014,0,0.000920400080822069
0.9,-1.95,0.000838629452771007,0,0.000904348189824332
0.95,-1.95,0.000819673205681592,0,0.00088818201972147
1,-1.95,0.000800549699801924,0,0.000871927006084827
1.05,-1.95,0.00078129094661924,0,0.000855607222244099
1.1,-1.95,0.000761928497393656,0,0.000839245334470967
1.15,-1.95,0.000742493361529669,0,0.00082286257222817
1.2,-1.95,0.000723015928929765,0,0.000806478713323498
1.25,-1.95,0.000703525896573426,0,0.000790112083617234
1.3,-1.95,0.000684052199537074,0,0.000773779570743897
1.35,-1.95,0.000664622946642055,0,0.000757496651128367
1.4,-1.95,0.000645265360889088,0,0.000741277429406702
1.45,-1.95,0.000626005724808658,0,0.000725134689206727
1.5,-1.95,0.000606869330828061,0,0.000709079954106515
1.55,-1.95,0.000587880436727122,0,0.000693123557473205
1.6,-1.95,0.000569062226226455,0,0.000677274719793118
1.65,-1.95,0.00055043677472448,0,0.000661541632038643
1.7,-1.95,0.000532025020172563,0,0.000645931543579531
1.75,-1.95,0.000513846739051652,0,0.000630450853136408
1.8,-1.95,0.000495920527388903,0,0.00061510520129252
1.85,-1.95,0.00047826378672897,0,0.000599899563124802
1.9,-1.95,0.000460892714952253,0,0.000584838339585667
1.95,-1.95,0.000443822301811288,0,0.000569925446360089
2,-1.95,0.00042706632903691,0,0.000555164399035438
-2,-1.9,0.000932476128525639,0,0.000945636064696199
-1.95,-1.9,0.000952429283991484,0,0.000964483255954058
-1.9,-1.9,0.000972086003272515,0,0.00098317337940982
-1.85,-1.9,0.000991410632680278,0,0.00100166873870938
-1.8,-1.9,0.00101036754462674,0,0.0010199307735349
-1.75,-1.9,0.00102892124514542,0,0.00103792023151541
-1.7,-1.9,0.00104703648300706,0,0.00105559734870333
-1.65,-1.9,0.00106467835996907,0,0.00107292203728933
-1.6,-1.9,0.00108181244168338,0,0.00108985407918071
-1.55,-1.9,0.00109840486877524,0,0.00110635332403231
-1.5,-1.9,0.00111442246759651,0,0.00112237989029392
-1.45,-1.9,0.00112983286015,0,0.0011378943678237
-1.4,-1.9,0.0011446045726785,0,0.00115285802061266
-1.35,-1.9,0.00115870714241097,0,0.00116723298817071
-1.3,-1.9,0.00117211122196124,0,0.00118098248413971
-1.25,-1.9,0.0011847886808798,0,0.001194070990723
-1.2,-1.9,0.00119671270386802,0,0.00120646444755385
-1.15,-1.9,0.00120785788517563,0,0.00121813043366696
-1.1,-1.9,0.00121820031871695,0,0.00122903834128706
-1.05,-1.9,0.00122771768345882,0,0.00123915954020679
-1,-1.9,0.00123638932365373,0,0.00124846753159179
-0.95,-1.9,0.00124419632351466,0,0.00125693809012452
-0.9,-1.9,0.00125112157595378,0,0.00126454939347841
-0.85,-1.9,0.00125714984503564,0,0.00127128213820143
-0.8,-1.9,0.00126226782182559,0,0.00127711964118136
-0.75,-1.9,0.00126646417334708,0,0.00128204792596437
-0.7,-1.9,0.00126972958439565,0,0.001286055793303
-0.65,-1.9,0.0012720567919938,0,0.00128913487541871
-0.6,-1.9,0.00127344061230828,0,0.00129127967357773
-0.55,-1.9,0.00127387795989018,0,0.00129248757869521
-0.5,-1.9,0.00127336785913796,0,0.00129275887480285
-0.45,-1.9,0.00127191144792372,0,0.00129209672533632
-0.4,-1.9,0.00126951197336382,0,0.00129050714232196
-0.35,-1.9,0.00126617477975599,0,0.00128799893866604
-0.3,-1.9,0.0012619072887455,0,0.00128458366387321
-0.25,-1.9,0.00125671897182357,0,0.0012802755236434
-0.2,-1.9,0.00125062131530043,0,0.00127509128391766
-0.15,-1.9,0.0012436277779346,0,0.00126905016006159
-0.0999999999999999,-1.9,0.001235753741437,0,0.00126217369199069
-0.0499999999999998,-1.9,0.0012270164541046,0,0.00125448560615292
0,-1.9,0.00121743496787282,0,0.00124601166539045
0.0500000000000003,-1.9,0.00120703006910814,0,0.00123677950780317
0.1,-1.9,0.00119582420349263,0,0.00122681847583095
0.15,-1.9,0.00118384139538034,0,0.00121615943685854
0.2,-1.9,0.00117110716203076,0,0.00120483459672577
0.25,-1.9,0.00115764842314775,0,0.00119287730759524
0.3,-1.9,0.00114349340617219,0,0.00118032187168937
0.35,-1.9,0.00112867154779435,0,0.00116720334245708
0.4,-1.9,0.00111321339216585,0,0.00115355732476696
0.45,-1.9,0.00109715048630294,0,0.00113941977574723
0.5,-1.9,0.00108051527318075,0,0.00112482680790234
0.55,-1.9,0.00106334098302381,0,0.00110981449613043
0.6,-1.9,0.0010456615233,0,0.00109441869024437
0.65,-1.9,0.0010275113679246,0,0.0010786748345606
0.7,-1.9,0.00100892544617701,0,0.00106261779606426
0.75,-1.9,0.000989939031826392,0,0.00104628170258448
0.8,-1.9,0.000970587632952587,0,0.0010296997923212
0.85,-1.9,0.000950906882936781,0,0.00101290427595312
0.9,-1.9,0.000930932433081434,0,0.000995926212426626
0.95,-1.9,0.000910699847301809,0,0.000978795399377458
1,-1.9,0.000890244499312027,0,0.000961540278972478
1.05,-1.9,0.000869601472706923,0,0.000944187859779003
1.1,-1.9,0.000848805464317575,0,0.000926763655076289
1.15,-1.9,0.000827890691193125,0,0.000909291637820237
1.2,-1.9,0.000806890801534868,0,0.000891794212261505
1.25,-1.9,0.000785838789880563,0,0.000874292202002383
1.3,-1.9,0.000764766916807856,0,0.00085680485406301
1.35,-1.9,0.000743706633395773,0,0.000839349858317044
1.4,-1.9,0.000722688510652672,0,0.000821943381455118
